iter	NDCG:top=4;type=Base_SumError	NDCG:top=4;type=Base_SumWeight
1243	50620.99884	51075
1244	50621.0559	51075
1245	50621.39499	51075
1246	50622.25096	51075
1247	50622.07042	51075
1248	50622.3329	51075
1249	50622.63329	51075
1250	50622.44571	51075
1251	50622.88844	51075
1252	50622.94925	51075
1253	50623.20497	51075
1254	50623.53272	51075
1255	50623.64241	51075
1256	50623.4705	51075
1257	50624.07641	51075
1258	50623.97227	51075
1259	50624.15445	51075
1260	50624.17024	51075
1261	50624.62395	51075
1262	50624.67149	51075
1263	50624.62329	51075
1264	50625.23717	51075
1265	50625.65832	51075
1266	50624.87102	51075
1267	50625.13699	51075
1268	50625.34967	51075
1269	50625.31703	51075
1270	50625.34634	51075
1271	50625.55711	51075
1272	50625.77931	51075
1273	50625.86291	51075
1274	50625.81076	51075
1275	50626.32176	51075
1276	50626.97585	51075
1277	50627.03108	51075
1278	50626.88243	51075
1279	50627.31211	51075
1280	50627.18626	51075
1281	50627.81432	51075
1282	50627.80495	51075
1283	50627.95379	51075
1284	50628.23858	51075
1285	50627.96004	51075
1286	50628.08267	51075
1287	50628.10696	51075
1288	50628.94114	51075
1289	50629.16199	51075
1290	50628.97599	51075
1291	50628.95249	51075
1292	50629.28341	51075
1293	50629.37874	51075
1294	50629.93232	51075
1295	50629.9883	51075
1296	50630.19369	51075
1297	50630.18794	51075
1298	50629.75899	51075
1299	50629.78399	51075
1300	50629.81497	51075
1301	50630.05497	51075
1302	50630.26788	51075
1303	50630.54802	51075
1304	50630.92227	51075
1305	50630.89186	51075
1306	50630.91769	51075
1307	50630.92313	51075
1308	50630.67281	51075
1309	50631.0116	51075
1310	50631.67624	51075
1311	50631.73756	51075
1312	50631.36066	51075
1313	50631.3682	51075
1314	50631.37292	51075
1315	50631.55023	51075
1316	50627.55668	51075
1317	50627.84935	51075
1318	50627.981	51075
1319	50628.06192	51075
1320	50628.14549	51075
1321	50628.58818	51075
1322	50628.92682	51075
1323	50628.82901	51075
1324	50628.75027	51075
1325	50628.66679	51075
1326	50628.66679	51075
1327	50629.07855	51075
1328	50628.77503	51075
1329	50628.92844	51075
1330	50628.96596	51075
1331	50629.57711	51075
1332	50629.63588	51075
1333	50630.29742	51075
1334	50630.16983	51075
1335	50630.56788	51075
1336	50630.64036	51075
1337	50630.76349	51075
1338	50630.62089	51075
1339	50630.84688	51075
1340	50630.61734	51075
1341	50630.90201	51075
1342	50631.00214	51075
1343	50630.89563	51075
1344	50630.87683	51075
1345	50630.90724	51075
1346	50631.79058	51075
1347	50631.16014	51075
1348	50631.23938	51075
1349	50631.81619	51075
1350	50632.10305	51075
1351	50632.46303	51075
1352	50632.62053	51075
1353	50633.02553	51075
1354	50633.32938	51075
1355	50633.88989	51075
1356	50633.7839	51075
1357	50634.30439	51075
1358	50634.40996	51075
1359	50634.23577	51075
1360	50634.11061	51075
1361	50634.42994	51075
1362	50634.53198	51075
1363	50634.67079	51075
1364	50634.70555	51075
1365	50634.74846	51075
1366	50635.04782	51075
1367	50635.4059	51075
1368	50635.32057	51075
1369	50635.35959	51075
1370	50636.03552	51075
1371	50636.07735	51075
1372	50636.30767	51075
1373	50636.23939	51075
1374	50636.72635	51075
1375	50636.54301	51075
1376	50636.82272	51075
1377	50636.82465	51075
1378	50637.02761	51075
1379	50637.01916	51075
1380	50637.06807	51075
1381	50637.1746	51075
1382	50637.64868	51075
1383	50637.55653	51075
1384	50637.45316	51075
1385	50637.52175	51075
1386	50637.63257	51075
1387	50637.63257	51075
1388	50637.51171	51075
1389	50637.51408	51075
1390	50638.19099	51075
1391	50638.39086	51075
1392	50638.49368	51075
1393	50633.55919	51075
1394	50633.5834	51075
1395	50633.60823	51075
1396	50633.40424	51075
1397	50633.84964	51075
1398	50634.33975	51075
1399	50634.94648	51075
1400	50635.1657	51075
1401	50635.35298	51075
1402	50635.46464	51075
1403	50635.16503	51075
1404	50631.97168	51075
1405	50631.9283	51075
1406	50631.99675	51075
1407	50631.94324	51075
1408	50631.87732	51075
1409	50631.7737	51075
1410	50631.87178	51075
1411	50632.85705	51075
1412	50632.68178	51075
1413	50633.02793	51075
1414	50633.04815	51075
1415	50633.06372	51075
1416	50633.2397	51075
1417	50633.31162	51075
1418	50633.23904	51075
1419	50633.23046	51075
1420	50633.10517	51075
1421	50633.22004	51075
1422	50633.49021	51075
1423	50633.39809	51075
1424	50633.776	51075
1425	50633.80257	51075
1426	50633.90765	51075
1427	50634.08595	51075
1428	50633.99131	51075
1429	50633.93286	51075
1430	50634.70202	51075
1431	50635.27719	51075
1432	50635.219	51075
1433	50635.33677	51075
1434	50635.27181	51075
1435	50635.20509	51075
1436	50635.65601	51075
1437	50636.05575	51075
1438	50636.09495	51075
1439	50635.94505	51075
1440	50635.91103	51075
1441	50636.29609	51075
1442	50636.60265	51075
1443	50637.08768	51075
1444	50637.10255	51075
1445	50637.2441	51075
1446	50637.40754	51075
1447	50637.71015	51075
1448	50638.23166	51075
1449	50638.59164	51075
1450	50638.47058	51075
1451	50638.56544	51075
1452	50638.80163	51075
1453	50639.03333	51075
1454	50639.05057	51075
1455	50639.06872	51075
1456	50639.37452	51075
1457	50639.30232	51075
1458	50639.3059	51075
1459	50639.89811	51075
1460	50640.02948	51075
1461	50640.11845	51075
1462	50640.12772	51075
1463	50640.47408	51075
1464	50640.26161	51075
1465	50640.14761	51075
1466	50640.4816	51075
1467	50640.90382	51075
1468	50640.64968	51075
1469	50640.89976	51075
1470	50641.36609	51075
1471	50641.52695	51075
1472	50641.53441	51075
1473	50641.7866	51075
1474	50642.0656	51075
1475	50642.13199	51075
1476	50642.7995	51075
1477	50642.84435	51075
1478	50642.88314	51075
1479	50642.34205	51075
1480	50642.33568	51075
1481	50643.26111	51075
1482	50643.60302	51075
1483	50643.63316	51075
1484	50643.67343	51075
1485	50643.87845	51075
1486	50644.04689	51075
1487	50643.8818	51075
1488	50643.73112	51075
1489	50644.17814	51075
1490	50645.03179	51075
1491	50645.01795	51075
1492	50645.03241	51075
1493	50644.86282	51075
1494	50644.89516	51075
1495	50644.85354	51075
1496	50645.08386	51075
1497	50647.5751	51075
1498	50647.72203	51075
1499	50647.3307	51075
1500	50647.65708	51075
1501	50647.76285	51075
1502	50647.8365	51075
1503	50647.67702	51075
1504	50647.95367	51075
1505	50647.81088	51075
1506	50648.52575	51075
1507	50648.67948	51075
1508	50648.41621	51075
1509	50649.57273	51075
1510	50649.56378	51075
1511	50649.53581	51075
1512	50649.65278	51075
1513	50649.86495	51075
1514	50650.86439	51075
1515	50651.14282	51075
1516	50651.25681	51075
1517	50651.57541	51075
1518	50652.01438	51075
1519	50652.16242	51075
1520	50652.22699	51075
1521	50652.68618	51075
1522	50652.55248	51075
1523	50652.63876	51075
1524	50652.53229	51075
1525	50652.45573	51075
1526	50652.80343	51075
1527	50652.82298	51075
1528	50652.76562	51075
1529	50653.3696	51075
1530	50653.49787	51075
1531	50653.46743	51075
1532	50653.47734	51075
1533	50654.11441	51075
1534	50654.15294	51075
1535	50654.29187	51075
1536	50654.64504	51075
1537	50654.47945	51075
1538	50654.47768	51075
1539	50654.87091	51075
1540	50654.83756	51075
1541	50654.74635	51075
1542	50655.61145	51075
1543	50655.7366	51075
1544	50655.66096	51075
1545	50655.59859	51075
1546	50655.80891	51075
1547	50656.20974	51075
1548	50656.75443	51075
1549	50657.13671	51075
1550	50657.17328	51075
1551	50658.64424	51075
1552	50658.55915	51075
1553	50658.55528	51075
1554	50658.6074	51075
1555	50659.22736	51075
1556	50659.05861	51075
1557	50658.97226	51075
1558	50658.79698	51075
1559	50658.71692	51075
1560	50658.5433	51075
1561	50658.79835	51075
1562	50658.78321	51075
1563	50658.70298	51075
1564	50659.00088	51075
1565	50659.17635	51075
1566	50659.2862	51075
1567	50659.34608	51075
1568	50659.67909	51075
1569	50659.76091	51075
1570	50659.61256	51075
1571	50659.67179	51075
1572	50660.01093	51075
1573	50660.07118	51075
1574	50659.85586	51075
1575	50660.28433	51075
1576	50660.39276	51075
1577	50660.47338	51075
1578	50660.55505	51075
1579	50660.35398	51075
1580	50660.91617	51075
1581	50660.85406	51075
1582	50661.2185	51075
1583	50661.53722	51075
1584	50661.90004	51075
1585	50662.02645	51075
1586	50662.06222	51075
1587	50662.36942	51075
1588	50662.8378	51075
1589	50662.79802	51075
1590	50662.72237	51075
1591	50662.69882	51075
1592	50662.67563	51075
1593	50662.62903	51075
1594	50662.9523	51075
1595	50662.62988	51075
1596	50663.54949	51075
1597	50663.42296	51075
1598	50663.4269	51075
1599	50663.37139	51075
1600	50663.56818	51075
1601	50663.87937	51075
1602	50664.25878	51075
1603	50664.35259	51075
1604	50664.2302	51075
1605	50664.0671	51075
1606	50664.74486	51075
1607	50664.62383	51075
1608	50664.5576	51075
1609	50664.67127	51075
1610	50664.50848	51075
1611	50664.75765	51075
1612	50664.66788	51075
1613	50664.33494	51075
1614	50664.37603	51075
1615	50664.70832	51075
1616	50665.07856	51075
1617	50665.09452	51075
1618	50665.11792	51075
1619	50665.11521	51075
1620	50665.08892	51075
1621	50665.21263	51075
1622	50665.56331	51075
1623	50665.43742	51075
1624	50665.67098	51075
1625	50665.88662	51075
1626	50666.38573	51075
1627	50666.3894	51075
1628	50666.52563	51075
1629	50666.93253	51075
1630	50666.9074	51075
1631	50667.3152	51075
1632	50667.45698	51075
1633	50666.85732	51075
1634	50667.01807	51075
1635	50667.70137	51075
1636	50667.8861	51075
1637	50668.21425	51075
1638	50667.95211	51075
1639	50668.25084	51075
1640	50667.86262	51075
1641	50667.96925	51075
1642	50667.86204	51075
1643	50667.9176	51075
1644	50667.96804	51075
1645	50668.22921	51075
1646	50668.35077	51075
1647	50668.33557	51075
1648	50667.8608	51075
1649	50668.63308	51075
1650	50668.57638	51075
1651	50668.83128	51075
1652	50668.88884	51075
1653	50668.74947	51075
1654	50668.90333	51075
1655	50668.96368	51075
1656	50668.82911	51075
1657	50668.95039	51075
1658	50668.97467	51075
1659	50669.36424	51075
1660	50669.40578	51075
1661	50669.43465	51075
1662	50669.51102	51075
1663	50669.55416	51075
1664	50670.11229	51075
1665	50670.50323	51075
1666	50671.047	51075
1667	50671.27988	51075
1668	50671.7841	51075
1669	50671.88032	51075
1670	50671.96185	51075
1671	50671.94103	51075
1672	50671.72001	51075
1673	50672.02868	51075
1674	50671.90498	51075
1675	50671.88003	51075
1676	50672.05614	51075
1677	50672.1549	51075
1678	50672.38981	51075
1679	50672.89028	51075
1680	50672.88566	51075
1681	50672.86945	51075
1682	50672.90514	51075
1683	50672.99293	51075
1684	50673.38417	51075
1685	50673.65534	51075
1686	50673.33452	51075
1687	50673.63557	51075
1688	50673.85437	51075
1689	50673.78119	51075
1690	50673.64022	51075
1691	50673.56903	51075
1692	50673.56026	51075
1693	50673.68954	51075
1694	50674.13812	51075
1695	50674.77758	51075
1696	50674.91124	51075
1697	50674.81272	51075
1698	50674.83557	51075
1699	50674.8639	51075
1700	50675.15576	51075
1701	50675.18832	51075
1702	50675.32318	51075
1703	50675.30844	51075
1704	50675.25225	51075
1705	50675.64018	51075
1706	50675.89815	51075
1707	50675.48234	51075
1708	50675.68895	51075
1709	50675.5876	51075
1710	50675.96239	51075
1711	50675.86112	51075
1712	50675.86102	51075
1713	50676.10083	51075
1714	50676.47203	51075
1715	50676.93129	51075
1716	50677.39281	51075
1717	50677.3309	51075
1718	50677.37265	51075
1719	50677.45208	51075
1720	50677.74729	51075
